,first_language,funding,school,fast_track,coop,residency,gender,prev_education,age_group,english_grade,first_term_gpa,second_term_gpa,high_school_average_mark,math_score
348,1,2,6,2,1,1,2,1,1,9,3.277778,2.5,81.0,27.96
349,1,2,6,2,2,1,2,2,3,9,3.4,2.9635642699999987,70.0,33.0
350,3,4,6,1,2,2,1,1,4,8,3.586957,3.307692,87.29,43.32
351,3,4,6,2,2,2,2,1,1,9,2.456522,2.380952,77.83,37.0
352,1,2,6,2,2,1,2,2,2,7,2.25,2.2,83.0,25.69
353,1,2,6,2,2,1,2,1,1,9,0.0,0.0,50.0,16.0
354,3,4,6,1,2,2,2,1,3,8,2.456522,2.269231,73.74,32.52
355,1,1,6,2,1,1,2,1,2,7,3.543478,3.038462,76.0,28.0
356,1,2,6,2,1,1,1,2,4,9,4.152174,3.73913,83.0,25.0
357,3,8,6,2,2,1,2,0,7,10,4.386364,4.363636,86.4,49.0
358,3,4,6,1,1,2,2,1,3,8,3.738095,3.125,87.61,44.9
359,3,4,6,2,1,2,2,1,3,10,4.285714,4.413043,87.07,47.0
360,3,4,6,1,2,2,2,2,3,10,3.729167,3.653846,90.43,45.75
361,3,2,6,2,1,1,2,1,3,9,4.022727,4.0,97.0,45.0
362,1,2,6,2,2,1,2,1,1,9,2.825,3.0,77.0,28.0
363,3,4,6,2,2,2,2,0,4,10,4.25,4.175,83.96,47.35
364,3,4,6,2,2,2,2,1,2,8,3.875,3.979167,88.97,48.0
365,1,2,6,2,2,1,2,1,1,9,3.571429,2.717391,84.0,27.0
366,1,2,6,2,2,1,2,1,1,9,0.0,1.0,69.0,34.0
367,1,2,6,2,1,1,2,1,1,10,4.23913,4.046330669999999,83.0,45.0
368,1,2,6,2,1,1,2,2,2,9,2.227273,2.62963,76.47,33.0
369,3,2,6,2,2,1,2,1,3,9,3.479167,3.473684,78.0,16.0
370,1,8,6,1,1,1,2,2,7,9,4.4375,4.384615,95.57,48.0
371,1,2,6,2,2,1,2,2,4,9,3.64,3.047619,61.0,21.07
372,3,4,6,1,2,2,1,1,3,8,2.7,3.204545,77.36,33.17
373,1,2,6,2,2,1,2,1,3,7,3.3125,3.888889,57.0,21.77
374,3,4,6,2,2,2,2,1,3,8,1.6,2.0,71.85,25.0
375,1,2,6,2,2,1,2,0,3,4,0.357143,0.0,57.38,26.0
376,3,2,6,1,2,1,1,2,4,8,3.695652,3.596154,88.43,42.72
377,3,2,6,2,1,1,2,1,1,9,3.717391,3.152174,86.0,44.0
378,3,4,6,1,2,2,2,1,1,7,2.5,2.26,79.04,36.39
379,3,4,6,2,2,2,2,1,4,8,4.041667,4.041667,85.34,48.0
380,3,2,6,2,2,1,2,2,3,9,4.066667,3.431034,72.0,31.0
381,1,2,6,2,1,1,2,2,2,9,3.72,2.761905,83.48,26.0
382,1,2,6,2,2,1,2,1,1,7,0.84,0.0,74.0,25.01
383,3,2,6,2,2,1,1,2,1,4,4.065217,3.461538,85.63,40.0
384,1,2,6,2,2,1,2,0,2,7,0.0,0.16723864,42.0,9.0
385,3,4,6,2,2,2,2,1,2,10,2.673913,3.138889,80.95,42.0
386,1,2,6,2,1,1,2,1,2,9,1.230769,3.0,74.0,37.0
387,2,2,6,2,1,1,2,1,1,9,2.340909,2.136364,87.0,32.78
388,3,8,6,2,2,1,2,0,7,4,3.52381,3.404762,86.95,42.89
389,1,2,6,2,2,1,2,1,1,1,0.0,0.0,68.0,28.0
390,1,2,6,2,2,1,2,2,3,7,3.3,2.727273,78.58,33.0
391,1,2,6,2,2,1,2,1,1,7,3.1,2.47619,78.0,19.0
392,1,2,6,2,2,1,2,1,2,9,3.0,3.275,87.0,24.0
393,3,4,6,2,2,2,2,1,3,8,3.934783,3.590909,84.94,48.0
394,1,2,6,2,2,1,1,1,3,9,2.6308682000000005,1.5600505200000003,93.0,30.0
395,3,4,6,1,1,2,2,2,3,9,4.083333,4.277778,93.43,47.34
396,1,2,6,2,2,1,2,2,7,9,1.809524,1.954545,67.19,18.0
397,3,4,6,1,2,2,1,1,3,8,0.944444,0.0,69.39,30.62
398,3,4,6,1,2,2,2,1,3,9,3.175,2.952381,83.95,41.99
399,1,2,6,2,2,1,2,1,2,9,0.0,0.0,66.0,22.0
400,1,2,6,2,2,1,1,1,3,9,2.227273,2.590909,74.91,29.0
401,3,4,6,1,2,2,2,2,3,4,2.425,2.767857,73.07,34.72
402,1,2,6,1,1,1,1,2,4,9,4.166667,3.978261,97.0,35.73
403,1,2,6,2,2,1,2,2,4,9,2.92,1.777778,73.1,31.0
404,3,4,6,2,2,2,2,2,3,8,3.020833,2.130435,77.24,34.0
405,1,2,6,2,1,1,1,2,3,4,2.409091,2.826087,73.0,27.0
406,1,2,6,2,1,1,2,1,3,9,3.35,4.5,71.0,21.0
407,1,2,6,2,1,1,2,1,2,7,0.795455,0.7592275799999997,74.0,23.0
408,1,2,6,2,2,1,2,2,2,9,3.23913,3.25,86.94,46.0
409,1,2,6,1,2,1,2,2,7,9,3.108696,2.6,78.33,31.19
410,3,4,6,2,2,2,2,1,1,8,4.285714,4.16,86.0,50.0
411,1,2,6,2,2,1,1,2,3,9,4.264706,4.166667,101.0,34.27
412,3,4,6,2,2,2,2,1,2,8,2.104167,2.958333,75.0,48.0
413,3,4,6,1,2,2,1,1,3,10,3.565217,1.86,85.96,40.81
414,1,2,6,2,1,1,1,1,3,4,2.090909,1.53125,61.0,19.0
415,1,2,6,2,1,1,1,1,2,9,0.0,0.07870536,77.0,18.0
416,1,2,6,2,2,1,2,2,1,9,2.045455,1.92101855,86.0,28.0
417,3,2,6,2,2,1,2,2,6,9,4.166667,4.413043,87.1,45.94
418,1,2,6,2,2,1,1,0,3,9,2.047619,2.368421,73.55,29.0
419,1,1,6,2,1,1,2,1,1,9,3.130435,2.480769,79.0,28.0
420,3,4,6,2,2,2,2,1,2,4,2.525,3.388889,77.16,42.0
421,1,2,6,2,1,1,2,1,4,7,1.9305264400000013,1.3835334999999997,63.72,20.0
422,1,2,6,2,1,1,2,1,1,9,2.227273,1.394737,78.0,27.27
423,3,2,6,2,2,1,2,2,6,7,3.325,3.375,74.15,29.0
424,3,2,6,2,1,1,2,0,3,4,3.854167,3.791667,92.0,48.0
425,3,4,6,1,2,2,1,2,3,8,2.44,2.788462,74.62,32.24
426,1,2,6,2,2,1,2,1,2,8,3.263158,2.565217,85.0,26.15
427,1,2,6,2,1,1,1,1,2,9,3.217391,3.272727,73.0,27.0
428,1,2,6,2,2,1,2,0,4,4,2.47619,1.681818,57.0,29.0
429,1,2,6,2,1,1,2,1,1,9,4.0,3.884615,96.0,45.0
430,1,2,6,2,2,1,1,2,3,9,4.309524,4.142857,93.0,41.48
431,1,2,6,2,2,1,2,2,7,8,3.833333,3.28,85.76,46.0
432,1,2,6,1,1,1,2,2,3,9,4.0,4.083333,95.0,35.97
433,3,2,6,2,2,1,2,1,2,8,2.545455,1.025,69.0,27.27
434,1,2,6,2,2,1,2,1,1,9,1.54,0.3,62.0,26.0
435,3,4,6,1,2,2,2,2,3,10,4.113636,3.895833,92.65,47.1
436,1,2,6,2,2,1,1,2,3,9,4.021739,4.315789,95.0,30.0
437,1,2,6,2,1,1,2,1,1,9,2.928571,3.125,87.0,37.0
438,3,4,6,1,2,2,2,1,4,7,3.1,3.295455,84.28,41.26
439,3,2,6,2,1,1,2,2,2,8,2.071429,1.5285103900000008,74.0,21.0
440,3,4,6,2,2,2,2,1,3,4,4.065217,3.952381,86.26,47.0
441,3,4,6,1,2,2,2,2,3,8,3.88,3.788462,93.67,47.27
442,3,2,6,2,2,1,2,1,1,8,2.804348,3.25,80.0,21.0
443,1,2,6,2,1,1,2,2,2,9,3.0625,3.0370291599999986,80.0,34.0
444,1,2,6,2,1,1,2,1,2,9,2.475,1.586957,71.0,33.0
445,3,4,6,1,1,2,2,2,3,10,3.94,3.148148,85.6,44.28
446,3,4,6,1,2,2,2,1,3,8,2.44,1.636364,72.42,29.0
447,3,4,6,1,2,2,1,1,3,9,2.166667,2.033333,74.21,31.16
448,1,8,6,2,2,1,2,0,5,9,4.357143,4.409091,84.65,34.0
449,1,2,6,2,1,1,2,2,4,10,4.111111,3.5,80.0,47.0
450,3,4,6,2,2,2,1,2,1,8,3.23913,3.309524,80.39,26.0
451,3,4,6,1,2,2,2,1,4,7,2.478261,2.576923,71.47,28.8
452,3,4,6,2,2,2,2,1,2,7,2.565217,2.0,76.16,42.0
453,3,8,6,2,2,1,2,0,7,8,3.869565,2.782609,83.02,38.0
454,3,4,6,1,1,2,2,2,3,10,2.98,3.673077,86.51,43.36
455,1,2,6,2,2,1,2,2,3,9,3.684211,0.136364,92.0,29.0
456,1,1,6,2,1,1,2,2,3,7,3.82,4.083333,82.83,29.0
457,3,4,6,1,2,2,2,2,3,8,2.583333,2.875,73.6,35.22
458,3,4,6,2,2,2,1,1,1,9,3.652174,4.0,89.44,46.0
459,3,4,6,1,1,2,2,2,3,10,3.416667,3.886364,89.0,43.95
460,3,4,6,1,1,2,2,1,3,8,3.907407,4.25,94.03,48.0
461,1,2,6,2,2,1,2,0,3,9,0.0,0.0,71.0,30.09
462,3,4,6,2,2,2,2,1,1,8,3.1875,4.020833,82.14,42.0
463,3,4,6,1,2,2,1,1,3,9,4.217391,4.24,96.56,47.78
464,1,2,6,2,1,1,2,1,4,9,4.285714,4.409091,91.0,45.0
465,1,2,6,2,2,1,2,1,1,7,0.214286,0.03116478,57.0,18.0
466,1,2,6,2,2,1,2,2,3,9,1.956522,0.0,68.0,34.0
467,1,2,6,2,2,1,1,2,3,9,4.166667,4.309524,102.0,34.59
468,3,4,6,1,2,2,2,2,3,8,3.782609,3.227273,87.67,44.71
469,1,2,6,2,2,1,2,1,3,7,2.605263,1.880952,65.0,23.0
470,1,2,6,2,2,1,2,1,1,7,0.5,1.375,56.0,31.0
471,1,2,6,2,1,1,2,1,4,9,3.886364,4.333333,92.0,48.0
472,1,2,6,2,2,1,2,1,3,7,3.291667,3.863636,70.78,19.0
473,1,2,6,2,2,1,2,1,2,8,1.47619,1.333333,75.0,36.0
474,3,4,6,2,2,2,2,0,9,10,0.326087,1.428571,60.67,44.0
475,1,2,6,2,2,1,2,0,3,8,2.772727,2.678571,81.0,25.0
476,3,4,6,2,2,2,1,1,1,8,3.804348,4.096154,88.77,46.0
477,3,4,6,1,2,2,1,1,3,8,3.54,3.565217,89.27,43.02
478,3,2,6,2,2,1,2,2,3,8,4.2,3.956522,83.02,49.0
479,3,2,6,2,2,1,2,2,7,4,4.16,4.15397248,79.0,48.0
480,1,2,6,2,2,1,2,2,6,8,3.3125,3.0,85.18,39.0
481,1,2,6,2,2,1,2,1,1,7,2.5,0.6,71.0,18.0
482,3,4,6,1,2,2,2,1,3,7,3.666667,2.892857,83.55,41.77
483,1,2,6,2,2,1,2,1,3,9,3.5,1.275,81.0,44.0
484,1,2,6,2,2,1,2,2,3,9,2.6875,1.294118,85.0,28.0
485,3,2,6,2,2,1,2,1,2,7,2.291667,0.0,89.0,18.0
486,1,2,6,2,1,1,2,1,2,9,3.142857,2.466667,69.0,21.0
487,3,4,6,2,2,2,2,1,2,4,0.0,0.18108036,69.93,33.0
488,1,2,6,2,2,1,2,1,2,7,3.18,3.521739,84.0,31.0
489,3,4,6,1,2,2,1,2,3,10,3.934783,3.9,92.55,46.86
490,3,4,6,1,2,2,2,1,3,8,2.638889,2.038462,75.11,35.62
491,3,2,6,2,1,1,2,0,2,9,4.119048,3.386364,86.99,49.0
492,3,4,6,1,1,2,2,2,3,10,2.916667,2.980769,80.89,33.86
493,1,2,6,2,2,1,2,1,3,9,3.7,2.583333,78.0,27.0
494,3,4,6,1,2,2,2,2,3,10,3.68,3.454545,87.83,44.37
495,1,2,6,2,1,1,2,1,1,9,3.26087,3.4,82.0,34.0
496,1,2,6,2,2,1,2,1,1,7,2.588235,1.225,80.0,31.0
497,1,2,6,2,2,1,2,0,3,4,0.0,0.14835713999999997,69.37,39.0
498,1,2,6,2,2,1,2,2,1,9,3.818182,3.078947,85.0,35.0
499,1,2,6,2,2,1,2,1,3,9,0.0,0.0,60.16,19.0
500,3,2,6,2,1,1,2,2,6,8,3.785714,2.788462,83.29,35.0
501,3,4,6,2,2,2,2,1,1,4,2.434783,1.944444,75.71,39.0
502,3,4,6,2,2,2,2,1,3,8,3.086957,3.543478,89.79,46.0
503,3,4,6,1,2,2,1,2,3,10,3.38,3.038462,89.0,44.04
504,3,5,6,2,1,2,2,1,2,10,3.761905,3.818182,90.61,47.0
505,1,2,6,2,2,1,2,1,3,9,3.852941,2.222222,57.0,48.0
506,1,2,6,2,2,1,2,2,6,8,3.3,2.886364,80.11,36.0
507,3,4,6,2,2,2,2,1,4,8,3.769231,3.2,86.19,45.3
508,3,2,6,2,2,1,2,1,1,7,2.047619,1.725,65.0,22.58
509,1,2,6,2,1,1,2,2,4,9,4.214286,4.152174,73.0,49.0
510,3,4,6,2,2,2,2,1,1,4,2.0,2.416667,74.33,42.0
511,3,2,6,2,2,1,2,1,6,4,2.0,2.181818,77.0,29.0
512,3,2,6,2,1,1,1,2,3,8,3.117647,1.14,53.0,25.0
513,1,2,6,2,1,1,2,2,2,9,2.3311689200000005,1.7468397800000002,60.0,32.0
514,1,2,6,2,1,1,2,1,1,9,2.090909,1.0,83.0,41.0
515,3,4,6,1,2,2,2,2,3,4,3.543478,3.386364,86.98,42.8
516,1,2,6,2,1,1,2,0,3,9,3.326087,2.090909,78.62,32.0
517,1,2,6,2,1,1,2,1,3,9,2.545455,1.947368,74.0,22.0
518,1,2,6,2,1,1,2,1,3,9,3.421053,2.886364,80.0,19.0
519,3,4,6,1,1,2,2,2,3,9,4.340909,3.86,93.26,41.0
520,3,4,6,1,2,2,1,2,3,10,2.545455,0.732143,76.58,30.02
521,3,4,6,1,2,2,2,1,3,7,2.694444,2.269231,73.65,34.72
522,1,2,6,2,2,1,2,1,2,9,2.0625,0.0,76.0,30.66
523,1,2,6,2,1,1,1,2,4,9,3.652174,3.714286,75.0,17.0
524,3,4,6,2,2,2,2,1,2,8,2.25,2.068182,77.15,40.0
525,3,4,6,2,2,2,2,1,1,4,2.15,3.0,75.94,41.0
526,1,2,6,2,2,1,2,1,3,9,0.0,0.09593434,89.0,34.77
527,3,4,6,2,2,2,2,1,3,8,3.388889,3.458333,87.86,44.72
528,1,2,6,2,2,1,2,1,1,7,0.722222,1.0432469900000003,56.0,21.0
529,3,4,6,1,1,2,2,2,3,10,2.8,2.980769,79.29,32.93
530,1,2,6,2,2,1,2,1,2,7,2.275,0.875,65.0,22.0
531,1,1,6,2,1,1,2,1,1,9,3.02,2.958333,81.0,20.0
532,3,2,6,2,1,1,2,2,2,7,3.5,3.477273,79.0,34.0
533,3,4,6,2,2,2,2,1,3,8,4.043478,4.0,85.96,43.0
534,3,4,6,1,2,2,2,1,3,8,2.826087,2.615385,76.33,34.77
535,1,2,6,2,2,1,2,2,2,8,0.97619,0.8686510999999997,66.0,25.0
536,1,2,6,2,2,1,2,0,6,9,3.4,3.391304,75.52,18.0
537,1,2,6,2,2,1,2,1,2,7,2.263158,1.727273,76.0,21.0
538,3,4,6,1,1,2,2,2,9,10,0.0,1.7598949499999992,69.01,33.67
539,1,2,6,2,1,1,2,1,2,9,2.58,3.375,76.0,27.0
540,3,4,6,2,2,2,2,1,4,9,4.047619,3.529412,83.02,47.0
541,3,4,6,1,2,2,2,1,3,7,2.583333,1.525,72.91,43.0
542,1,2,6,2,2,1,2,1,1,7,2.833333,2.818182,85.0,32.0
543,3,4,6,2,2,2,2,2,1,8,2.5625,2.22,82.21,49.0
544,3,4,6,1,2,2,1,1,3,10,2.76,2.56,78.6,33.21
545,3,2,6,2,2,1,2,1,2,8,3.56,3.7,100.0,44.0
546,1,2,6,2,2,1,2,1,1,7,2.4375,3.227273,79.0,24.0
547,1,2,6,2,2,1,1,2,2,9,0.386364,0.28106954,75.0,19.0
548,3,4,6,1,2,2,1,1,3,7,2.913043,3.153846,82.33,43.81
549,1,2,6,2,2,1,2,2,3,9,3.125,1.892857,83.0,28.0
550,1,2,6,2,1,1,2,1,1,9,4.25,3.571429,93.0,44.0
551,1,2,6,2,2,1,2,1,1,9,3.6,2.777778,83.0,38.0
552,3,4,6,1,1,2,2,1,3,10,3.270833,2.729167,87.71,43.2
553,1,2,6,2,1,1,1,2,5,9,3.5,3.928571,86.0,41.0
554,3,4,6,1,2,2,2,1,3,7,4.4,4.166667,93.25,47.39
555,1,2,6,2,2,1,1,1,2,9,4.0,3.238095,90.0,38.5
556,1,2,6,2,2,1,2,0,3,9,0.931818,0.8513263199999996,66.12,26.0
557,3,2,6,2,2,1,2,1,3,4,1.575,1.108696,52.0,21.0
558,1,2,6,2,2,1,2,0,5,7,2.16,1.166667,61.0,21.0
559,3,4,6,1,2,2,2,1,4,10,3.020833,2.961538,82.9,42.24
560,1,2,6,2,2,1,2,1,3,9,4.131579,3.90625,98.0,36.0
561,3,4,6,1,2,2,2,1,3,8,2.833333,1.883333,80.06,35.36
562,3,4,6,1,2,2,2,1,3,4,3.325,3.318182,85.44,43.39
563,1,2,6,2,2,1,2,1,3,7,1.157895,1.1314380200000005,52.0,19.83
564,1,2,6,2,1,1,1,1,3,7,3.347826,3.5,87.6,38.0
565,3,4,6,1,2,2,2,1,3,7,3.305556,3.673077,88.33,43.39
566,1,2,6,2,2,1,2,1,2,7,2.54,3.108696,66.0,12.0
567,1,2,6,2,1,1,1,1,2,9,3.269231,2.105263,67.0,28.0
568,1,2,6,2,2,1,2,1,1,7,0.0,0.030750000000000003,63.0,23.0
569,1,2,6,2,2,1,1,2,3,9,3.454545,3.346154,69.0,25.0
570,1,2,6,2,2,1,2,1,2,9,0.0,0.0,70.0,29.0
571,3,4,6,2,2,2,2,1,3,8,2.630435,3.113636,74.95,36.0
572,1,2,6,2,2,1,2,1,3,9,1.4375,0.0,71.0,27.0
573,3,4,6,2,2,2,1,1,1,7,4.021739,3.880952,88.67,44.0
574,3,4,6,2,2,2,2,1,1,4,2.230769,1.785714,76.25,38.0
575,1,2,6,2,2,1,2,1,3,7,2.0,1.833333,54.0,21.0
576,3,4,6,2,2,2,1,1,2,7,3.73913,4.347826,90.11,49.0
577,1,2,6,2,1,1,2,1,3,9,0.5625,0.6513742199999997,68.0,15.0
578,1,2,6,2,1,1,2,2,4,9,4.357143,4.409091,82.0,42.0
579,3,4,6,1,2,2,2,2,3,8,3.804348,3.782609,94.3,47.46
580,3,2,6,2,1,1,2,2,3,8,4.130435,4.095238,80.0,44.0
581,1,2,6,2,2,1,2,1,6,9,2.714286,2.722222,72.42,25.0
582,3,4,6,1,2,2,2,2,3,10,2.869565,3.16,81.25,38.95
583,1,2,6,2,2,1,3,1,2,9,0.25,0.0,70.0,27.0
584,1,2,6,2,1,1,2,2,1,7,1.857143,0.428571,74.0,24.0
585,1,2,6,2,2,1,2,1,1,9,2.184211,0.5625,66.0,18.0
586,3,4,6,2,2,2,2,1,2,8,1.805556,2.473684,71.9,37.0
587,1,2,6,2,1,1,2,2,5,9,3.766667,3.333333,90.0,38.34
588,3,4,6,1,1,2,2,1,3,10,4.058824,2.886364,83.24,44.42
589,3,4,6,1,2,2,2,2,3,10,3.895833,3.75,92.42,46.0
590,1,2,6,2,1,1,2,1,1,7,3.02,2.2,86.0,20.0
591,3,2,6,2,2,1,2,1,2,4,2.86,2.380952,60.0,24.0
592,1,2,6,2,2,1,2,2,2,7,3.0,2.5,75.0,26.0
593,1,2,6,2,2,1,2,1,2,9,2.18,1.566667,65.0,17.99
594,1,2,6,2,1,1,2,2,3,10,3.818182,1.75,82.0,19.0
595,3,4,6,1,2,2,1,2,3,8,3.73913,3.173077,88.74,43.72
596,3,2,6,2,2,1,2,1,1,8,3.145833,2.727273,77.0,31.0
597,3,4,6,1,2,2,1,1,3,9,4.1,4.047619,93.92,47.64
598,1,2,6,2,2,1,2,0,2,9,4.145833,3.5,107.0,34.0
599,3,4,6,1,2,2,1,2,3,10,3.804348,3.307692,89.15,44.83
600,1,2,6,2,1,1,2,1,1,9,0.736842,0.833333,70.0,20.0
601,1,2,6,2,2,1,2,1,1,9,4.16,4.0,87.0,30.0
602,3,4,6,1,2,2,2,2,3,8,3.395833,3.673913,89.4,43.8
603,3,4,6,2,2,2,2,1,2,4,2.815789,1.85,71.29,30.0
604,3,4,6,2,2,2,1,1,2,8,2.369565,1.78125,76.5,38.0
605,1,2,6,1,2,1,1,2,3,9,3.441176,1.363636,90.0,40.29
606,1,2,6,2,2,1,2,2,3,9,3.047619,2.772727,80.66,29.0
607,1,2,6,2,1,1,2,1,2,9,0.5,1.857143,83.0,42.0
608,3,4,6,1,2,2,2,2,3,8,3.875,4.0,94.09,47.46
609,1,2,6,2,2,1,1,0,2,9,0.0,0.0,66.0,27.0
610,1,2,6,2,1,1,1,0,7,10,3.5,3.25,73.0,32.0
611,1,2,6,2,2,1,1,2,3,9,4.428571,4.235148359999999,100.0,35.68
612,3,4,6,2,2,2,2,1,3,8,3.02,3.18,85.78,45.0
613,3,2,6,2,2,1,2,1,1,9,3.1,3.0,84.0,30.0
614,3,2,6,2,1,1,2,2,6,8,3.479167,3.277778,87.53,42.0
615,1,2,6,2,1,1,2,1,1,9,3.673913,3.075,76.0,38.0
616,1,2,6,2,1,1,2,1,2,7,3.295455,3.159091,89.0,20.0
617,3,4,6,1,1,2,2,2,3,10,3.875,4.115385,92.88,47.27
618,3,4,6,2,2,2,1,1,1,8,1.956522,1.738095,72.12,36.0
619,1,2,6,2,2,1,2,1,1,9,3.22,2.857143,86.0,39.0
620,1,2,6,2,1,1,2,1,1,10,3.479167,3.285714,86.0,39.0
621,1,2,6,2,2,1,2,1,1,9,3.583333,1.666667,79.95,35.0
622,1,2,6,2,1,1,2,1,1,7,1.184211,0.136364,62.0,14.0
623,1,2,6,2,2,1,2,2,6,9,3.285714,3.526316,71.0,34.0
624,1,2,6,2,1,1,2,1,2,9,3.318182,3.565217,90.0,35.7
625,3,4,6,1,2,2,2,1,3,9,4.142857,4.074074,92.58,47.86
626,1,4,6,2,1,2,2,1,3,9,3.181818,2.727273,83.32,38.0
627,1,2,6,2,1,1,2,0,1,7,2.368421,1.7398063700000004,74.0,25.0
628,3,2,6,2,2,1,2,1,2,10,2.25,1.705882,92.0,35.0
629,1,2,6,2,2,1,2,0,2,9,0.26087,0.0,45.0,18.0
630,1,2,6,2,2,1,2,1,1,7,3.58,2.978261,87.0,36.0
631,3,4,6,1,2,2,2,2,3,8,2.75,2.384615,74.06,30.87
632,3,4,6,1,1,2,2,2,3,10,3.26087,2.461538,83.45,42.13
633,1,4,6,2,2,2,2,0,2,7,0.0,0.11475000000000002,67.0,6.0
634,3,4,6,2,2,2,2,0,3,8,4.4375,4.32,95.13,48.0
635,3,4,6,1,2,2,2,2,3,8,3.552632,3.78,93.11,46.19
636,1,2,6,2,2,1,2,1,3,9,1.928571,3.676471,57.0,22.0
637,3,4,6,1,2,2,1,2,3,8,2.717391,2.384615,75.03,29.5
638,1,2,6,2,2,1,2,1,1,9,2.0,2.2,64.0,17.61
639,3,2,6,2,1,1,2,1,2,9,1.75,0.727273,58.0,17.0
640,1,2,6,2,2,1,2,1,1,7,0.681818,0.85185946,68.0,16.0
641,1,2,6,2,1,1,2,2,3,9,4.238095,4.086957,88.0,35.0
642,1,2,6,2,1,1,2,1,2,9,0.0,0.0,74.0,27.0
643,1,2,6,2,1,1,2,1,1,9,3.708333,4.0,87.0,46.0
644,3,4,6,1,2,2,2,1,3,3,2.416667,2.125,74.03,34.02
645,1,2,6,2,2,1,1,1,1,9,2.652174,3.466667,72.0,20.0
646,1,2,6,2,2,1,2,1,2,9,2.66,0.8,78.0,26.0
647,3,4,6,2,1,2,1,1,1,8,1.833333,2.107264989999999,76.14,38.0
648,3,4,6,2,2,2,2,1,1,7,3.916667,4.166667,86.97,47.0
649,3,4,6,1,2,2,1,2,3,8,2.175,2.25,74.49,30.19
650,1,2,6,2,1,1,2,1,1,9,0.333333,0.07729758,71.0,27.0
651,3,4,6,2,2,2,1,2,1,10,3.630435,3.416667,85.78,41.0
652,3,4,6,1,2,2,2,1,3,10,3.205882,2.973684,84.59,42.41
653,3,4,6,1,2,2,2,1,3,8,2.388889,2.692308,73.34,34.2
654,1,2,6,2,2,1,2,1,3,9,2.75,2.4714748299999996,76.0,20.0
655,3,4,6,1,2,2,1,2,3,7,4.043478,3.826923,91.9,46.68
656,3,2,6,2,2,1,2,2,4,4,3.1875,2.923077,76.26,23.0
657,1,2,6,2,1,1,2,2,3,9,3.75,3.045455,85.69,33.23
658,3,4,6,1,2,2,1,1,4,8,3.025,2.772727,82.39,42.74
659,3,4,6,1,2,2,1,2,5,9,4.347826,4.229167,91.18,47.3
660,3,2,6,2,2,1,2,1,1,3,2.6,1.825,76.0,32.0
661,1,2,6,2,2,1,2,1,3,7,2.68,2.190476,65.0,19.0
662,1,2,6,2,2,1,2,0,3,9,3.86,3.722222,78.0,28.0
663,1,2,6,2,1,1,2,0,8,9,3.52,3.568182,88.36,40.0
664,3,4,6,1,2,2,1,1,3,7,3.363636,2.444444,84.2,40.9
665,3,4,6,2,2,2,1,1,2,8,3.586957,3.416667,87.51,42.0
666,3,4,6,2,2,2,2,2,3,8,2.891304,3.666667,76.05,26.0
667,3,4,6,2,2,2,2,2,1,8,2.0,0.0,71.9,40.0
668,3,4,6,1,2,2,2,1,3,4,1.9,2.590909,70.66,32.72
669,1,2,6,2,2,1,2,1,2,9,0.886364,0.0,71.37,35.0
670,3,4,6,1,1,2,2,1,2,8,2.75,2.958333,77.54,39.58
671,1,2,6,2,2,1,2,1,1,10,3.204545,2.777718499999998,84.0,28.0
672,1,2,6,2,1,1,2,2,3,9,3.880952,3.894737,87.0,35.0
673,3,4,6,1,2,2,1,2,4,9,4.26087,3.954545,93.06,48.0
674,3,4,6,1,1,2,1,2,3,10,4.12,4.296296,93.96,48.0
675,1,2,6,2,1,1,2,0,3,3,2.083333,1.763158,69.47,28.47
676,1,2,6,2,2,1,1,1,1,9,3.441176,4.0,94.0,27.0
677,1,2,6,2,1,1,1,1,2,3,2.416667,0.0,77.0,26.0
678,1,2,6,2,1,1,2,2,2,7,0.0,0.16879798000000001,95.0,45.0
679,3,2,6,2,2,1,2,2,7,4,4.238095,4.318182,84.15,43.0
680,1,2,6,2,2,1,2,1,5,9,3.42,2.277778,83.0,31.0
681,3,4,6,1,2,2,2,2,3,10,3.230769,3.021739,83.25,42.67
682,1,4,6,2,1,2,1,1,2,7,2.729167,2.84,76.72,38.0
683,1,2,6,2,2,1,2,1,1,7,2.28174847,2.0115040599999987,80.0,31.0
684,1,2,6,2,2,1,2,1,1,8,1.55,1.105263,73.0,18.0
685,1,1,6,2,1,1,2,1,1,9,2.5,2.5,70.0,20.0
686,1,2,6,2,1,1,2,1,1,7,1.34375,3.142857,77.0,19.0
687,1,1,6,2,1,1,2,1,2,7,3.38,3.875,63.0,21.27
688,3,4,6,2,2,2,2,2,1,10,2.630435,2.821429,81.63,46.0
689,3,4,6,2,2,2,2,1,1,8,4.119048,3.3,84.83,48.0
690,1,2,6,2,2,1,2,1,1,9,0.176471,0.0,57.0,20.0
691,3,2,6,2,1,1,1,2,5,8,3.954545,4.0,86.44,48.0
692,3,4,6,1,2,2,1,2,3,10,4.104167,3.7,89.12,43.84
693,3,4,6,1,2,2,2,2,3,8,2.119048,2.68,72.55,33.89
694,1,2,6,2,1,1,2,2,3,9,1.785714,1.10730175,73.0,20.0
695,1,2,6,2,2,1,1,2,7,9,3.619048,3.738095,78.0,37.0
696,1,2,6,2,2,1,2,1,2,7,2.36,1.5343888699999988,68.0,27.0
697,3,4,6,1,2,2,1,1,3,9,3.23913,3.44,85.54,43.44
